source_anime_id,source_title,source_genre,recommended_anime_id,recommended_title,recommended_title_display,recommended_genre,recommended_studio,recommended_year,recommended_community_score,recommended_review_count,recommended_positive_ratio,recommended_avg_sentiment,recommended_avg_review_score,recommendation_score,rank
17074,Monogatari Series: Second Season,Comedy,820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,Drama,Kitty Film,1988,88.0,5,0.6,0.8392,96.4,0.712,10
20954,Koe no Katachi,Drama,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
20954,Koe no Katachi,Drama,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
20954,Koe no Katachi,Drama,154587,Sousou no Frieren,Frieren: Beyond Journey’s End,Adventure,MADHOUSE,2023,91.0,5,0.8,0.665,92.0,0.844,3
20954,Koe no Katachi,Drama,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,4
20954,Koe no Katachi,Drama,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,5
20954,Koe no Katachi,Drama,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,6
20954,Koe no Katachi,Drama,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,7
20954,Koe no Katachi,Drama,125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,Comedy,A-1 Pictures,2022,89.0,5,0.6,0.7341,95.0,0.716,8
20954,Koe no Katachi,Drama,161645,Kusuriya no Hitorigoto,The Apothecary Diaries,Drama,OLM,2023,88.0,5,0.6,0.7431,60.6,0.712,9
20954,Koe no Katachi,Drama,820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,Drama,Kitty Film,1988,88.0,5,0.6,0.8392,96.4,0.712,10
20996,Gintama°,Action,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
20996,Gintama°,Action,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
20996,Gintama°,Action,154587,Sousou no Frieren,Frieren: Beyond Journey’s End,Adventure,MADHOUSE,2023,91.0,5,0.8,0.665,92.0,0.844,3
20996,Gintama°,Action,182896,Boku no Hero Academia FINAL SEASON,My Hero Academia FINAL SEASON,Action,bones film,2025,87.0,5,0.8,0.7265,93.8,0.828,4
20996,Gintama°,Action,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,5
20996,Gintama°,Action,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,6
20996,Gintama°,Action,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,7
20996,Gintama°,Action,125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,Comedy,A-1 Pictures,2022,89.0,5,0.6,0.7341,95.0,0.716,8
20996,Gintama°,Action,820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,Drama,Kitty Film,1988,88.0,5,0.6,0.8392,96.4,0.712,9
20996,Gintama°,Action,161645,Kusuriya no Hitorigoto,The Apothecary Diaries,Drama,OLM,2023,88.0,5,0.6,0.7431,60.6,0.712,10
21400,Kizumonogatari III: Reiketsu-hen,Action,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
21400,Kizumonogatari III: Reiketsu-hen,Action,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
21400,Kizumonogatari III: Reiketsu-hen,Action,154587,Sousou no Frieren,Frieren: Beyond Journey’s End,Adventure,MADHOUSE,2023,91.0,5,0.8,0.665,92.0,0.844,3
21400,Kizumonogatari III: Reiketsu-hen,Action,182896,Boku no Hero Academia FINAL SEASON,My Hero Academia FINAL SEASON,Action,bones film,2025,87.0,5,0.8,0.7265,93.8,0.828,4
21400,Kizumonogatari III: Reiketsu-hen,Action,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,5
21400,Kizumonogatari III: Reiketsu-hen,Action,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,6
21400,Kizumonogatari III: Reiketsu-hen,Action,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,7
21400,Kizumonogatari III: Reiketsu-hen,Action,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,8
21400,Kizumonogatari III: Reiketsu-hen,Action,125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,Comedy,A-1 Pictures,2022,89.0,5,0.6,0.7341,95.0,0.716,9
21400,Kizumonogatari III: Reiketsu-hen,Action,136430,VINLAND SAGA SEASON 2,Vinland Saga Season 2,Action,MAPPA,2023,88.0,5,0.6,0.7726,96.0,0.712,10
21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Comedy,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Comedy,154587,Sousou no Frieren,Frieren: Beyond Journey’s End,Adventure,MADHOUSE,2023,91.0,5,0.8,0.665,92.0,0.844,2
21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Comedy,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,3
21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Comedy,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,4
21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Comedy,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,5
21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Comedy,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,6
21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Comedy,125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,Comedy,A-1 Pictures,2022,89.0,5,0.6,0.7341,95.0,0.716,7
21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Comedy,161645,Kusuriya no Hitorigoto,The Apothecary Diaries,Drama,OLM,2023,88.0,5,0.6,0.7431,60.6,0.712,8
21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Comedy,820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,Drama,Kitty Film,1988,88.0,5,0.6,0.8392,96.4,0.712,9
21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Comedy,136430,VINLAND SAGA SEASON 2,Vinland Saga Season 2,Action,MAPPA,2023,88.0,5,0.6,0.7726,96.0,0.712,10
21745,Owarimonogatari (Ge),Comedy,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
21745,Owarimonogatari (Ge),Comedy,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
21745,Owarimonogatari (Ge),Comedy,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,3
21745,Owarimonogatari (Ge),Comedy,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,4
21745,Owarimonogatari (Ge),Comedy,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,5
21745,Owarimonogatari (Ge),Comedy,125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,Comedy,A-1 Pictures,2022,89.0,5,0.6,0.7341,95.0,0.716,6
21745,Owarimonogatari (Ge),Comedy,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,7
21745,Owarimonogatari (Ge),Comedy,161645,Kusuriya no Hitorigoto,The Apothecary Diaries,Drama,OLM,2023,88.0,5,0.6,0.7431,60.6,0.712,8
21745,Owarimonogatari (Ge),Comedy,130003,Bocchi the Rock!,BOCCHI THE ROCK!,Comedy,CloverWorks,2022,87.0,5,0.6,0.8155,86.8,0.708,9
21745,Owarimonogatari (Ge),Comedy,4181,CLANNAD: After Story,Clannad: After Story,Drama,Kyoto Animation,2008,87.0,5,0.6,0.5872,92.8,0.708,10
98478,3-gatsu no Lion 2nd Season,Drama,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
98478,3-gatsu no Lion 2nd Season,Drama,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
98478,3-gatsu no Lion 2nd Season,Drama,154587,Sousou no Frieren,Frieren: Beyond Journey’s End,Adventure,MADHOUSE,2023,91.0,5,0.8,0.665,92.0,0.844,3
98478,3-gatsu no Lion 2nd Season,Drama,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,4
98478,3-gatsu no Lion 2nd Season,Drama,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,5
98478,3-gatsu no Lion 2nd Season,Drama,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,6
98478,3-gatsu no Lion 2nd Season,Drama,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,7
98478,3-gatsu no Lion 2nd Season,Drama,125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,Comedy,A-1 Pictures,2022,89.0,5,0.6,0.7341,95.0,0.716,8
98478,3-gatsu no Lion 2nd Season,Drama,820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,Drama,Kitty Film,1988,88.0,5,0.6,0.8392,96.4,0.712,9
98478,3-gatsu no Lion 2nd Season,Drama,161645,Kusuriya no Hitorigoto,The Apothecary Diaries,Drama,OLM,2023,88.0,5,0.6,0.7431,60.6,0.712,10
101338,Mob Psycho 100 II,Action,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
101338,Mob Psycho 100 II,Action,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
101338,Mob Psycho 100 II,Action,154587,Sousou no Frieren,Frieren: Beyond Journey’s End,Adventure,MADHOUSE,2023,91.0,5,0.8,0.665,92.0,0.844,3
101338,Mob Psycho 100 II,Action,182896,Boku no Hero Academia FINAL SEASON,My Hero Academia FINAL SEASON,Action,bones film,2025,87.0,5,0.8,0.7265,93.8,0.828,4
101338,Mob Psycho 100 II,Action,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,5
101338,Mob Psycho 100 II,Action,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,6
101338,Mob Psycho 100 II,Action,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,7
101338,Mob Psycho 100 II,Action,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,8
101338,Mob Psycho 100 II,Action,125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,Comedy,A-1 Pictures,2022,89.0,5,0.6,0.7341,95.0,0.716,9
101338,Mob Psycho 100 II,Action,820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,Drama,Kitty Film,1988,88.0,5,0.6,0.8392,96.4,0.712,10
101348,VINLAND SAGA,Action,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
101348,VINLAND SAGA,Action,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
101348,VINLAND SAGA,Action,154587,Sousou no Frieren,Frieren: Beyond Journey’s End,Adventure,MADHOUSE,2023,91.0,5,0.8,0.665,92.0,0.844,3
101348,VINLAND SAGA,Action,182896,Boku no Hero Academia FINAL SEASON,My Hero Academia FINAL SEASON,Action,bones film,2025,87.0,5,0.8,0.7265,93.8,0.828,4
101348,VINLAND SAGA,Action,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,5
101348,VINLAND SAGA,Action,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,6
101348,VINLAND SAGA,Action,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,7
101348,VINLAND SAGA,Action,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,8
101348,VINLAND SAGA,Action,820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,Drama,Kitty Film,1988,88.0,5,0.6,0.8392,96.4,0.712,9
101348,VINLAND SAGA,Action,161645,Kusuriya no Hitorigoto,The Apothecary Diaries,Drama,OLM,2023,88.0,5,0.6,0.7431,60.6,0.712,10
103047,Violet Evergarden Movie,Drama,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
103047,Violet Evergarden Movie,Drama,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
103047,Violet Evergarden Movie,Drama,154587,Sousou no Frieren,Frieren: Beyond Journey’s End,Adventure,MADHOUSE,2023,91.0,5,0.8,0.665,92.0,0.844,3
103047,Violet Evergarden Movie,Drama,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,4
103047,Violet Evergarden Movie,Drama,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,5
103047,Violet Evergarden Movie,Drama,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,6
103047,Violet Evergarden Movie,Drama,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,7
103047,Violet Evergarden Movie,Drama,125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,Comedy,A-1 Pictures,2022,89.0,5,0.6,0.7341,95.0,0.716,8
103047,Violet Evergarden Movie,Drama,161645,Kusuriya no Hitorigoto,The Apothecary Diaries,Drama,OLM,2023,88.0,5,0.6,0.7431,60.6,0.712,9
103047,Violet Evergarden Movie,Drama,820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,Drama,Kitty Film,1988,88.0,5,0.6,0.8392,96.4,0.712,10
104578,Shingeki no Kyojin Season 3 Part 2,Action,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
104578,Shingeki no Kyojin Season 3 Part 2,Action,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
104578,Shingeki no Kyojin Season 3 Part 2,Action,154587,Sousou no Frieren,Frieren: Beyond Journey’s End,Adventure,MADHOUSE,2023,91.0,5,0.8,0.665,92.0,0.844,3
104578,Shingeki no Kyojin Season 3 Part 2,Action,182896,Boku no Hero Academia FINAL SEASON,My Hero Academia FINAL SEASON,Action,bones film,2025,87.0,5,0.8,0.7265,93.8,0.828,4
104578,Shingeki no Kyojin Season 3 Part 2,Action,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,5
104578,Shingeki no Kyojin Season 3 Part 2,Action,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,6
104578,Shingeki no Kyojin Season 3 Part 2,Action,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,7
104578,Shingeki no Kyojin Season 3 Part 2,Action,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,8
104578,Shingeki no Kyojin Season 3 Part 2,Action,820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,Drama,Kitty Film,1988,88.0,5,0.6,0.8392,96.4,0.712,9
104578,Shingeki no Kyojin Season 3 Part 2,Action,161645,Kusuriya no Hitorigoto,The Apothecary Diaries,Drama,OLM,2023,88.0,5,0.6,0.7431,60.6,0.712,10
109731,Hibike! Euphonium 3,Drama,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
109731,Hibike! Euphonium 3,Drama,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
109731,Hibike! Euphonium 3,Drama,154587,Sousou no Frieren,Frieren: Beyond Journey’s End,Adventure,MADHOUSE,2023,91.0,5,0.8,0.665,92.0,0.844,3
109731,Hibike! Euphonium 3,Drama,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,4
109731,Hibike! Euphonium 3,Drama,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,5
109731,Hibike! Euphonium 3,Drama,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,6
109731,Hibike! Euphonium 3,Drama,125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,Comedy,A-1 Pictures,2022,89.0,5,0.6,0.7341,95.0,0.716,7
109731,Hibike! Euphonium 3,Drama,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,8
109731,Hibike! Euphonium 3,Drama,820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,Drama,Kitty Film,1988,88.0,5,0.6,0.8392,96.4,0.712,9
109731,Hibike! Euphonium 3,Drama,161645,Kusuriya no Hitorigoto,The Apothecary Diaries,Drama,OLM,2023,88.0,5,0.6,0.7431,60.6,0.712,10
110277,Shingeki no Kyojin: The Final Season,Action,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
110277,Shingeki no Kyojin: The Final Season,Action,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
110277,Shingeki no Kyojin: The Final Season,Action,154587,Sousou no Frieren,Frieren: Beyond Journey’s End,Adventure,MADHOUSE,2023,91.0,5,0.8,0.665,92.0,0.844,3
110277,Shingeki no Kyojin: The Final Season,Action,182896,Boku no Hero Academia FINAL SEASON,My Hero Academia FINAL SEASON,Action,bones film,2025,87.0,5,0.8,0.7265,93.8,0.828,4
110277,Shingeki no Kyojin: The Final Season,Action,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,5
110277,Shingeki no Kyojin: The Final Season,Action,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,6
